store_item,LightGBM_raw,XGBoost_raw,LightGBM_log1p,XGBoost_log1p,LightGBM_zscore,XGBoost_zscore
1_12,0.677348547571993,0.7091928960851323,0.6786118364171791,0.7278204635823856,0.6951636497708786,0.7694611616249952
1_13,0.9527259695302961,0.9741486299848406,0.8786754599135481,0.9116119006084922,1.0357467726280847,1.1547524310258341
1_14,0.9908839161745241,1.0550537536475584,1.0331721543145305,1.2813274909188486,0.9953229715107508,1.1034009832815865
1_15,0.8417375738972075,0.9209509395440645,0.809276155349932,1.0310181922289134,0.8127919218918902,0.9328457795130698
1_16,0.8068412582823403,0.8616312718225434,0.7926074105696294,0.8491933750864795,0.7905506956279658,0.8834499934656653
1_17,0.5994901751824823,0.6127128669373203,0.5541841696967712,0.5572653228973805,0.560692545701152,0.5959026515070678
1_18,0.8022521918472862,0.8150419654472539,0.7821223441402345,0.8306689523027693,0.765678071789336,1.04027230144333
1_19,1.2271892703654712,1.2720263702181838,1.1978928887110818,1.3410426039856014,1.2687593266895618,1.3503505737700756
1_2,0.6146604968906919,0.6460254691009225,0.6175459558131465,0.7112089718755183,0.6277378558696298,0.7251415957295904
1_20,0.585482425821024,0.5960159575316558,0.5716752389058465,0.6481205310827508,0.5914610905994957,0.6570721846415444
1_21,0.6283621688242322,0.6719417533646247,0.6644907097082334,0.8261579404820976,0.6809071497748111,0.768592489670461
1_22,0.6159732490756216,0.6501952580127072,0.5974010801468851,0.63193490691846,0.6064411309843849,0.7046860208306591
1_23,0.8679070142944132,0.9438039547604071,0.9177499956554899,1.0818413010453984,0.9306944873957188,1.1450785504589307
1_24,0.5509651062433132,0.5796354059472286,0.5437800379453469,0.5850074165083126,0.5683147109271275,0.6683592778627677
1_25,0.6502553198893826,0.6860541236803657,0.6344105470801313,0.6382066459489973,0.6501371639187066,0.7043331099984188
1_26,0.6285661694557255,0.6713070392735027,0.6053012978059688,0.6437064399768376,0.636665074526364,0.7544109769722441
1_27,0.6228054913718489,0.6363853447913306,0.5832413652036652,0.6121671511373037,0.5957577814356436,0.6609380332294243
1_28,0.7693098568005264,0.7773538576281973,0.7877426648824813,0.7812158990280195,0.7546030271523131,0.9153477990923541
1_29,0.8063037632457347,0.8447902210409136,0.8349019729765986,0.8485576663921435,0.8879980757001341,1.0003592393946623
1_3,0.6001338058456399,0.6173606867320132,0.6365926062612544,0.8524044427466042,0.6182361536224986,0.6110154848673481
1_30,0.6952701997531077,0.7694351737646127,0.6818427716711897,0.6971005352300841,0.6829761146961446,0.7313995995562487
1_4,0.803124786007906,0.8106157544308117,0.770499814786168,0.7810094428801904,0.7749531348802134,0.7826299101793143
1_5,0.7279766591449455,0.7473132538932884,0.7330404316080223,0.7549597006090031,0.7450861261434008,0.8366407868215889
1_6,0.6962672694977976,0.7566547739584268,0.6799284231232102,0.7134156513704675,0.6423054113437449,0.6947953746326642
1_7,1.0820183365169496,1.1483471695845022,0.9616727097845784,1.06115972258468,1.1361265785850772,1.4427743830967295
1_8,0.5464680707059857,0.5664062138712245,0.5339868356716824,0.5562992220288712,0.5524249744243849,0.6720092515081084
1_9,0.7951006287075824,0.8869490580447232,0.8470270453451202,1.0826658184370377,0.8002114473395894,0.9898528569683303
2_1,0.7652006802704578,0.7904017885462837,0.7603990883005403,0.7424566212008895,0.7654330413072159,0.8064712622268996
2_10,0.6686651387493551,0.7389354296516862,0.7036767785442987,0.7961596958999125,0.7065353773211588,0.910715508597619
2_11,0.7010531097520896,0.7405811751522827,0.6825022360950641,0.6893519478976695,0.6665296665014192,0.7080369626658374
2_12,0.6721699357763874,0.7118794841743152,0.6407443791544326,0.6850303663180154,0.6472987503665063,0.7181982288437053
2_13,1.0743186972050383,1.1266804190062674,1.0806564172225472,1.222320058637021,1.1129881941372,1.2240962914552953
2_14,0.7344528344717233,0.7968817553585016,0.737417215413874,0.9408751531736739,0.708618196961646,0.9279248508693281
2_15,0.8182208327558563,0.8731270228930019,0.8302814781129422,0.9868066931375034,0.8057719260733492,0.8750618294602853
2_16,0.6415619203471339,0.7251071569366301,0.5918675870466398,0.6851180705585069,0.6129516357846391,0.7164931147444172
2_17,0.6069588717714816,0.6589357682631083,0.5660589805411348,0.6384678425408257,0.5965815138092498,0.6892367149405341
2_18,0.8430349193304564,0.9323670819334731,0.8702625917794087,0.943298171606135,0.9033581723345517,1.2070509343338165
2_19,0.8728064333452609,0.9818110135609036,0.9084290162977879,1.1007593591179843,0.8740899819823261,1.058929984809107
2_2,0.6274316442129262,0.6313930343309708,0.6249138295260318,0.6308999020562309,0.6243733185069228,0.7127455064637048
2_20,0.655112546989163,0.6600443491664372,0.6312740444898961,0.679463654767007,0.6488350797034517,0.7840537268203727
2_21,0.612757160800797,0.6056639752615866,0.5926664917269635,0.6614655940027246,0.7221973484289602,0.7932901725576543
2_22,0.5159906840615073,0.5480927994904412,0.49440778763627247,0.49780471531764353,0.5338074077926398,0.6187671529279737
2_23,0.8056546205936782,0.8547088185669043,0.8218835084280703,0.931747934888263,0.8703086360196702,1.1175820085098696
2_24,0.6127169324630751,0.6377835685896021,0.6090421788506191,0.6360642664281504,0.6207766060126081,0.6910765516047324
2_25,0.6501522082521678,0.7048294008974457,0.6191260788613676,0.6601235573493863,0.6340623674798106,0.7168210567981503
2_26,0.6561415176358957,0.704993516608218,0.6449895601097505,0.6724784359741138,0.6609997744632589,0.7185629462082774
2_27,0.7424292129124295,0.7575805702881764,0.7061184623463498,0.7326910926402856,0.6828146565248729,0.75343437927095
2_28,0.9355697937671855,0.9635974759259713,0.9294681367641363,0.9601368289296949,0.9254323832682977,1.1104944237243124
2_29,0.7501290671911142,0.7926529600863079,0.7735897602388494,0.7644267704862405,0.7809074585068613,0.7888534069192183
2_3,0.6682101661781756,0.7187960426056197,0.6677629462686133,0.8512828405830836,0.7104883156851326,0.7800098064907539
2_30,0.6265543058404703,0.7707189036948341,0.5735206634196719,0.6256309578441003,0.5937944594578286,0.642187374130391
2_4,0.6107186231320277,0.6912303007544102,0.6277756531227262,0.6427426136843383,0.6125958283956358,0.6911087386062774
2_5,0.6775531365752597,0.726562159675644,0.6566771347618102,0.7144459664004578,0.653419593066241,0.7788811485888378
2_6,0.7054003830454798,0.7632780436054448,0.6926276575882253,0.7249368992412206,0.7017372325537975,0.7270814754330917
2_7,1.0811442205290138,1.1691467390475292,1.1073739646737972,1.395087073238551,1.0489613079155315,1.2700932983206927
2_8,0.7554814232730224,0.7615041546250171,0.7521961435730978,0.7308646545669905,0.736570951917122,0.8059415554577767
2_9,0.9225252323825445,0.919883226545551,0.9860937717345994,1.1395671667500178,0.9970778161450405,1.1438564541327902
3_1,0.6400232952358,0.6855865877378524,0.6183974240095832,0.6283167179004737,0.6211401100743552,0.6015082312816796
3_10,0.8690485333908011,1.002411973404918,0.9039173415163272,1.0526110165531841,0.9980026356821847,1.2204794707510949
3_11,0.7516008121090838,0.7831676098721809,0.7416576577492012,0.7543794599546596,0.7432992755474346,0.7603684411711467
3_12,0.6916691494588627,0.7518358937572197,0.6587805534760517,0.7179052153648928,0.705165428402886,0.7687713448505731
3_13,0.7372809550194995,0.8067152445387371,0.7592072286537108,0.9991614911853303,0.7012060620925735,0.842622792543982
3_14,0.7474694619552293,0.7529127980677619,0.7319509356134601,0.8992188157754974,0.7902129525803787,1.0200262729050986
3_15,0.7611902986972888,0.8916633612826491,0.7852731284135618,1.0433231003677457,0.7806421492798487,1.0421898238317198
3_16,0.6692108891806523,0.7611063406249567,0.6367840981956426,0.7131404811516469,0.640429476022291,0.6901949933723167
3_17,0.6801266377354231,0.7268424976937704,0.6539128939836594,0.6793527025051168,0.6605526713028188,0.7126576109691612
3_18,0.8337246761831589,0.9224164435935981,0.7680692703517471,0.8852182671082417,0.8214246373978691,1.0403636986920968
3_19,0.8181062111562895,0.8856722646042011,0.883332471209637,1.074105557453991,0.8079667037949825,0.94846182535213
3_2,0.4851905113399269,0.5119679767341958,0.4512417968393199,0.4619949370760625,0.44503166184649695,0.49295350659524567
3_20,0.6071770351337987,0.6421549427971787,0.6130196783682141,0.6822857546239354,0.5671331471794694,0.7893402264265893
3_21,0.6719900366682987,0.6910346630129669,0.6300197875629386,0.6978351448133095,0.6853070364817104,0.872973131660183
3_22,0.6182072518701591,0.6639746977125636,0.5840825882269393,0.6249793578320939,0.572905033681297,0.6363724108888182
3_23,0.9115332701723738,0.9475230271579823,0.9073904792786635,0.9694939039814199,0.9079429967093275,1.2342777799134006
3_24,0.5738094836829382,0.6181612481101145,0.5666363452139849,0.5797944094711871,0.6080579458158893,0.6745883508493407
3_25,0.5240892393852716,0.6099477213675105,0.5052854446097278,0.5322249538262568,0.5048557522831112,0.5697845374149959
3_26,0.6363718101023126,0.735534146737543,0.5994599946296383,0.6456623064863012,0.6332486995197383,0.7179510536423223
3_27,0.6374810320900081,0.6914342190012386,0.6099124136996934,0.6349278415203687,0.5990009502267803,0.6598939297609967
3_28,0.8667295446773212,0.9558405173803132,0.8273388030079878,0.8984934549554089,0.8317151539170984,0.9559813234484884
3_29,0.836761393807279,0.8769654123840069,0.8389923048731412,0.8373177006768305,0.8226681718052385,0.9028868626747367
3_3,0.7270591058248751,0.7264591248504941,0.6888755088113101,0.778916732050986,0.7360416230406098,0.7785106161510715
3_30,0.7025958109990553,0.8434460368456793,0.6520495795634135,0.684986982742815,0.6558598203968352,0.7125088171604234
3_4,0.6556600402089564,0.7345192783501541,0.6255013612388828,0.669806858302317,0.6252138728305136,0.6780034058224919
3_5,0.6098533357789839,0.6410025481516606,0.6142982236012775,0.6359340336949838,0.6266086985285374,0.6842847702667129
3_6,0.7118867325439968,0.7887289478436307,0.676063172125374,0.7347419601982322,0.6731282331129417,0.690723806975979
3_7,0.927475653489491,1.0154461697121528,0.9904978776523004,1.324002825491822,0.9186179933982286,1.0406222293447493
3_8,0.5945009110491533,0.657508383133374,0.5838027026200877,0.6186999244325856,0.6110109415913089,0.7357790093120463
3_9,0.6725581243318077,0.7101385787056055,0.6917189550348954,0.8313016457067559,0.7126282389449434,0.8959629893262369
4_1,0.6307279228766127,0.6610016123169711,0.6318166708910923,0.6784943508023058,0.6190364245335043,0.7116233303620506
4_10,0.820554637596467,0.882270345557347,0.804401260334464,0.93982325243373,0.8080500273874989,0.9801515282235926
4_11,0.6635191690035266,0.7038977727531783,0.6630576108032866,0.6884500552565821,0.646633344699184,0.7125811694323454
4_12,0.7175403865000871,0.7350381351152403,0.6985271290922426,0.7064620318511737,0.7014301913103533,0.7581992121608757
4_13,1.0121064168254368,1.0470686173341721,0.9671508188431308,1.1166534885355435,1.0167135309900475,1.105486484571425
4_14,0.9184223450572184,0.9867798116969703,0.9449533611418109,1.1460520286090847,0.9518189746211424,1.0630965766959775
4_15,0.9631614578472587,1.027639592329915,0.9712306067241843,1.1286823148609986,0.9702295201907915,1.0571783933010281
4_16,0.6505838884915918,0.7100665014513781,0.6127516020640046,0.67517406137046,0.6132137105868589,0.7215544227490782
4_17,0.7122116570816458,0.7459915967614932,0.6679317407149743,0.7160782315456667,0.6665983133879694,0.7216737918869834
4_18,0.8219146412341736,0.8521349069629384,0.8018510184672958,0.8510004338580673,0.7961853949040641,0.937919279151848
4_19,0.8401056371060752,0.8927049285454859,0.8590899471091789,1.0708138867396257,0.8024731488949581,0.9771077888428421
4_2,0.7608801111153641,0.7785573678120143,0.7753674594222455,0.8233256471243602,0.7635549204970249,0.8198475816339629
4_20,0.4528697064223048,0.4698254599806002,0.44849732275009385,0.5927433201634562,0.45556589373193523,0.5703332827439123
4_21,0.6603643182408871,0.6887354154986854,0.7100406212624918,0.8371279104241459,0.6412276546272669,0.7392559595351175
4_22,0.5973468381984841,0.6308335090879251,0.6013721425759205,0.6249020622756818,0.6011037651833324,0.663088040171401
4_23,0.8114632216150347,0.911368836197421,0.8401251231869197,1.0376992601923118,0.8650165502980137,1.1415226296791
4_24,0.712127210451918,0.7286631999237333,0.6833204058150658,0.7287084453715461,0.7437744565963115,0.8763342508125016
4_25,0.6017354751329589,0.6317130282034579,0.5830231863924058,0.607841142247276,0.5893096266816227,0.6412804647302744
4_26,0.6198124909660286,0.6480967947576213,0.6128785345536825,0.6271065342296839,0.6263054051325017,0.6887541402724043
4_27,0.7053918900858276,0.7317999562853504,0.6950976380266969,0.705258412957533,0.7062676712364644,0.7492540515808318
4_28,0.7368618789596448,0.7789960525495776,0.7044474094058631,0.7658439243378492,0.6970588100038819,0.837900676144432
4_29,0.7299948837116088,0.7501985138256055,0.7178920650629358,0.721215853638142,0.6801943900369588,0.8160651413749416
4_3,0.6350359558571562,0.6612810305892655,0.6844526580359904,0.8396243396467595,0.6791527682655627,0.6819338674351415
4_30,0.6944215036298208,0.7750286602929043,0.6685882744860995,0.7115397431490107,0.6674399508758745,0.7275185773373901
4_4,0.7224126072511817,0.754321179476503,0.7100663200465223,0.7365719885748263,0.7185344949669681,0.7413693522013598
4_5,0.6583054393166087,0.7002266266277325,0.6498860453850949,0.7187726848718601,0.6154805879519989,0.7218775650482265
4_6,0.6022383349205642,0.639327324820136,0.5791524241613,0.6031505048614497,0.5890553254708937,0.6163957920309204
4_7,0.975837340874832,1.0798535199610464,0.9131752222137287,1.0657014970597571,1.0161596670743762,1.3726940825775407
4_8,0.5103396626516679,0.530177947059218,0.487625074050357,0.558517952611561,0.4883582632322662,0.6652595790116881
4_9,0.8673444310130068,0.8977344920431559,0.854112422162103,1.1022295661284647,0.839335490437588,1.1435193731255255
5_1,0.7099089286799188,0.7565595353416569,0.6931187702585803,0.7243043559579775,0.689544786688588,0.7287682988331659
