store_item,LightGBM_full,XGBoost_full,LightGBM_no_weather,XGBoost_no_weather,LightGBM_no_calendar,XGBoost_no_calendar,LightGBM_no_promotion,XGBoost_no_promotion
6_6,0.8170116687545288,0.9159169181284533,0.8311621484195437,0.9902763413006355,0.8393845328406969,0.8346033746389301,0.7599308260891733,0.9101817075646162
6_7,0.9147571216895329,1.0558074566675486,0.9417434330684757,1.083255100452326,1.0441274819482427,1.0517311049985187,0.9292147051458277,1.0440744930682753
6_8,0.6057665427880996,0.6111322621194132,0.6060811906197524,0.6189752794464581,0.6341057044644423,0.6404225265254904,0.6227845144851104,0.6279746104172385
6_9,0.7321215394185296,0.7626165043192631,0.7323388551395413,0.763789853755327,0.8277756048960188,0.8450483993806261,0.7349198078786393,0.7719362245217493
7_1,0.6121594344514174,0.667612526239889,0.6237459750537538,0.6709878420983553,0.7209017395399341,0.7180418875339577,0.6333969190869966,0.6881456561894445
7_10,0.7583618516315965,0.7837659500159047,0.7747635658957588,0.7951716946695567,0.8482959270436585,0.821307191705802,0.7413349386536114,0.7952997544336663
7_11,0.5951637548641229,0.6458531275680199,0.6088009678079714,0.656331980153245,0.7256065614785693,0.7208641836933564,0.6056555040600802,0.6573930381717912
7_12,0.6634204563125249,0.6845234859846198,0.6738202940324134,0.6920331292571026,0.7325867317615012,0.7237844617316991,0.6767053908367038,0.7129424996465705
7_13,0.9661349551405571,1.0410573183282166,0.980048457193192,1.0584688512044604,0.9855202015943407,0.9972131819765957,0.9423609468331874,1.0639562336009831
7_14,0.9666327698067346,0.993628367213774,0.9721523763912319,1.0376867378708965,1.1190482340364898,1.0596245725158557,0.965488476647268,1.0524145557063564
7_15,0.973480772245896,1.0117592733211724,0.9629278889254937,1.05372549400247,1.0719635018090685,1.0424536251999315,0.963321256964607,1.0337679133628863
7_16,0.7359402417599215,0.7829752014344588,0.7438965999863946,0.8096413972844209,0.7963543503739386,0.7895947145587756,0.765432888424892,0.85911932895462
7_17,0.61009206109837,0.6401275473141144,0.608376134387634,0.6563150838585151,0.6686440359689059,0.6598905486269255,0.6178333828224088,0.6709041261743953
7_18,0.8765727758671291,0.9236534605086894,0.8815770415524625,0.9213296511758685,1.0395344800986352,0.9929830791154965,0.9248699685156988,0.981128557964526
7_19,0.9094249052272538,0.9839898904411528,0.9603128028326023,1.0003368522205853,0.9004190846848241,0.9328941520273998,0.9550978660457773,1.0187584745683784
7_2,0.6518925566086475,0.691537710475389,0.6746632890189128,0.7049144117280772,0.781119796434666,0.7507459562800931,0.6386128495754815,0.6902953968613691
