model,MAE,RMSE,WAPE,MASE
LightGBM,5.27596783054251,7.933179684758181,23.46938344485572,0.7244334617992441
XGBoost,5.692944949564963,8.40284759787971,25.32424613704596,0.7903393777473126
SARIMA,9.050033522900533,12.776917487152149,40.257771419336116,1.2414628189514645
